fffec34bd41f,ffff1624678c
000386679ea6,00027c0663a2
000152ec91f4,000047251c0c
ffff3a3a2be0,fffde8a25a1a
fffca203d9f7,fffb3f1d13a2
fffa0c48c0cd,fff9f11bc988
fffa56273a3c,fffb00dad3c6
fffbe486666e,fffc9b90b235
fffd5be1a073,fffe371d1ce2
ffff2740035e,0000543bb920
0001a1521d68,0002d10a7ca1
000401d7387c,000575c1c0bc
0006ddd17c35,000861ae2907
0009b4bb324f,0009ef42d6a4
0009a8abe302,00091b84e72f
00085464c2bb,0007b8c22f6c
000712b62715,00065087d2b5
00057834a5b5,000461e86b3c
00032a35d0ac,00020e5d436d
0000efefc40c,ffff8cf8e4ab
fffe3436a7cd,fffcbe0267d1
fffb76c4f545,fffb45a91f41
fffb9383a0e4,fffc25f9f1b6
fffcf0530278,fffd8cdd7a65
fffe319d9c6a,fffef081bdc3
ffffc355fa4e,0000d1f5a3d8
0001fffe4a81,00030e9ea12e
00041d803bc2,0005720eb11f
0006ba8f49cf,00081e74bbdf
00095057c2d3,000963143d84
0008f0cf4ab4,00083bae7302
00074b732446,00067af45b8b
00059ec7f9fc,0004a1558466
0003907af036,000260e4a1f7
00011d0c8ad1,fffff214ea3a
fffec6f83408,fffd5d67fc18
fffbfab299cc,fffa838df1a2
fff933a56a4d,fff8c6fdc17f
fff8c57625b7,fff8f27bbb6d
fff94fbff5ab,fff9a8b9bba1
fffa0f84dab6,fffa99c6eec9
fffb32e55a83,fffbbbac1215
fffc45a4b9f4,fffcc99a29b2
fffd504d5c22,fffdfbc7525b
fffeac931c1e,ffff66c3ad11
000017b5beb4,00007cffd924
0000bedc1425,0000fc098e10
00012b1d8a89,000148bf4599
0001611ce189,000167238d8f
00016d72ed3d,0001ad42b5fa
000202899820,000250b7fb67
0002a02f7a3d,0002f2ef3696
00033c53e645,00038f4de59c
0003d2af4518,0003c57c7916
000395789b7b,00034396641d
0002e1889a8f,0002af5462f5
00027f67602d,000254f93347
00021f78ade1,000188e45f2b
0000c8e9aa4c,000024cbcc52
ffff7f941e64,fffeab35423a
fffde7e71770,fffd09a18148
fffc5a3d3177,fffcb139bd95
fffd7f09e7b9,fffe959fb47c
ffffe08c4c50,0000ebcabd77
0001fae9384a,00031a345fb6
00044d500e43,0005e32260cb
0007a66facb0,00093bf369a3
000acebd312f,000cb56c9030
000e85e8e1f2,001076ddfc4c
00122039ad24,001243ed5f22
0011b044bd03,0010c20c8637
000f8068bfbb,000e5ccac363
000d249f328f,000bb8f122cc
000a313a25fc,0008911d7da9
0006dae3357a,00053f202faa
0003a0ea32cb,0001b1f3a901
ffffc675574f,fffdc248c5af
fffbe92c6a86,fffb152b9b89
fffabce8d013,fffa92d7cc29
fffaa00b51cd,fffab94fc886
fffae4eb1df7,fffb3fca8260
fffba9a72e01,fffbda6d104b
fffbfd5c9577,fffc24ec346e
fffc5055f833,fffc967783c8
fffcea4e5b6e,fffd4105096a
fffd9f7775cc,fffe077c8043
fffe740b435b,fffef303b634
ffff764bdcac,ffffda57a6cb
00003c7f0579,000094e997e0
0000f46c709b,0001a27c42f4
000271154d69,00032c80d100
0003e8fb7455,0004c3608338
0005905bfb81,00066f416022
00072c3badc9,000730df1d2e
0006e0d788ea,00065db9196d
0005b4390d99,0005317b9127
0004a95fc9ab,0004129c387f
00036c2dda04,0002863a4020
0001814f407b,000096e9b298
ffffabb6e070,fffe882ccc30
fffd70250632,fffc407e9484
fffb3bf4f4f5,fffb2dacce5e
fffb918270d8,fffc2e95e351
fffcfe4d926e,fffdb2fd30f1
fffe718bf7e5,ffff4ca23f78
000038034a8c,00013c87c9bf
000251c368e9,000350dbdc91
00044f87bc5c,00058459887b
0006b302fc82,0007f26c954e
00090f83738b,0009681305a4
0009634015d2,000937f3a6fc
0008e262b0b0,000889e7a027
0008240cfb53,00079d0273e4
0007097ce5b5,000690c3c2c0
00061c0f6468,0005a83bca48
000531d72160,0004a20ab196
00040b743df5,00036ff105ed
0002d677553e,00025c47ed74
0001f10ea6ae,0001837cfd60
00011bcd1269,0000c5931cdf
0000737d508f,00002d146ecb
ffffe62ef97a,ffff72b7e6f9
fffeee8aa733,fffe76c8441b
fffe005a9a34,fffd7cd2036b
fffd028b80a6,fffc8147fac2
fffc13c3178a,fffc09163e5f
fffc2d8061db,fffc6a70c282
fffcbd49ec0a,fffd07d2187a
fffd57f08195,fffdb526a32f
fffe19fc58a0,fffe8879a6ab
fffefe2b6237,ffff6b286816
ffffd891b3b4,00005e564f19
0000e2aa09e2,00016da0f07c
0001eb0c39ec,000218512c6a
00021eb31de1,00021a2799d4
0002043a813c,0001e0d75b1f
0001b647f83e,000179539425
00013916ef40,0001200efd97
000113ee9722,0001024240f9
0000efe18f7b,0000da7cd584
0000bd27e093,0000a45c3ffe
00008148f440,00002f77cca7
ffffc9819541,ffff4cefce8d
fffec6c2134c,fffe62647239
fffe00212820,fffda3a9f8ea
fffd4009ccbf,fffc95a69f37
fffbcdd014ca,fffb1a0a5de5
fffa663d9b3e,fff993ae8477
fff8ceb7a2b2,fff7f7ef40f7
fff7439ae6c7,fff748e57666
fff7a30383d4,fff8339fa3c2
fff8eaf11dd9,fff973d64503
fffa0147eeff,fffa9ad415ae
fffb458b778d,fffc41d2acc3
fffd649b3cc8,fffe6918b11a
ffff6f0ad1c0,0000b3bfeb21
0001ea642314,00033d7bd152
00045ec9f568,0004626be022
0003e2b5c968,00031e2198a2
00021fbe009d,00014a4b6a40
00006bca0dfa,ffff7030c448
fffe61cb61a2,fffd2535842e
fffbcef26720,fffa99a5e70d
fff96632cb1a,fff7eb715f40
fff67c191e15,fff4f633383c
fff3a221f7c9,fff364e1794a
fff3ac6f60f5,fff42a8eea20
fff4e4a88233,fff5a37cd054
fff674e78753,fff77553b2b0
fff88657ab81,fff96dd666ec
fffa4d98f226,fffb293f2d67
fffc068f659f,fffd09b7bcf6
fffe1536a494,ffff24eb0235
00002ef16d3a,000105cd4fe7
0001c18abd4a,0002847c1dfb
00033b51f7ba,0003c390990b
0004404d12ba,0004a1fd9e9a
000504509ea6,0005cf240c13
0006c0c87c2a,000793fe2eb3
000863634ff6,00095186aae1
000a28c2799c,000b11fa949d
000bcb5e9496,000b94df6a49
000aedca8e56,000a0532f9d3
0008e88359e0,0007f2cf53c0
0006f32843c5,0005db950c11
0004b01d074d,0003464a20f5
0001bc17839e,0000518ee691
fffee6e1e77d,fffd35ce2f66
fffb90b176c9,fff9d35c6617
fff848a33cc4,fff7daf7bb23
fff7f4e34f3a,fff8474c56c5
fff8d7114393,fff969f5581f
fffa0fe6a674,fffae531b807
fffbcc3c5e55,fffc8e54abf3
fffd4adaf733,fffe044c795b
fffec058995a,ffffa163cbb1
00008a78d343,000179b4c6a9
0002630fd326,0003164adf77
0003ae88f19c,00044710f4f9
0004d36ad64b,0005433646f4
0005a9fdc881,0005fc2fb429
00064c2a75e3,0006dc5e19e2
000782f83ef2,000813416587
00089e9cb31c,00093cd51fc4
0009ca941aaa,000a5fc9327b
000ad40fc870,000aad8ecbb4
000a3b2fe070,0009a4ba9a99
0008e9ef13f0,00082e57ce3f
0007663392ca,000683dbcb90
0005954932da,0004ae74da27
0003c4ed63a5,0002dff1d612
0001f9110af1,0000f7602436
fffff305454c,fffee9a6a697
fffde982817c,fffd2577be54
fffc8006a4b5,fffbdec84ecf
fffb4c4e9836,fffad383c03f
fffa64cbf87b,fffa0b275249
fff9b5c41b22,fff92a8d0358
fff88df01339,fff804e46348
fff7817e60dc,fff6f27f6bdb
fff67321cd87,fff5ef32180b
fff5878e7fe0,fff59def7d5c
fff5f282ebe9,fff667bb8bf1
fff6fb9f9cac,fff78c289211
fff8276e0da0,fff8d75b0b99
fff9934c6cc7,fffa5661b3d3
fffb220b2cf5,fffbe7b5e6f3
fffcb06aa6c4,fffd968d84a1
fffe7e85239f,ffff6f01ea4f
000054205ed1,0000eab099f3
00015b6f4a8c,0001c5070412
00021e4d692e,000264b1f7a9
0002a3b9a5b4,0002ceb5ef47
0002f7ac8194,0003560d9e80
0003c72e76fe,00042e5ef859
000494a7331f,0004fe8de23f
00055dc3ca64,0005c439c08b
000619314e05,000619fcb30d
0005f4961887,0005b07a360b
00055a4cf05e,000525c9828f
0004f09d89d6,0004ba83876b
00047a7a4b8e,0003f7412f9e
000356391a10,0002cb2980c2
00023f5559d2,00018a842be1
0000e143fe1a,0000244d6837
ffff8b508669,ffffbd54d61e
00004ce97ba3,00010d5f3bbf
0001f6fc96d3,0002c44ee444
000398159e0c,0004805e9ab1
0005758bd2b5,000689c2d523
0007aef14e05,0008bcd4776a
0009c87b4b92,000b03acb440
000c358f0dc2,000d75a1441c
000e91aa3145,000eec170bc1
000ee9660c3c,000ebd1fa897
000e6525feca,000e0b9990f3
000da2d9704f,000d18d17559
000c7f41ad76,000bf3718123
