ffff95b994dc,ffffb5208328,ffffd5952bcd,fffff421f196
ffff5074e70f,ffff2ccd458a,ffff0732f3f3,fffee5ac5390
fffec58c840f,fffea1d09ef0,fffe80dc9f5f,fffe5f4ab642
fffe43837258,fffe411fa4a1,fffe4b81297b,fffe5c87d281
fffe74239a24,fffe8c4d32fd,fffea752f1ab,fffec7482191
fffeea4ae660,ffff0e367088,ffff34169364,ffff5a7b72b1
ffff827878fd,ffffafaa3d48,ffffde62caf5,00000f8b5b95
0000407489b0,0000686a53fe,00008cd9d3b3,0000b0aa4062
0000d38daa41,0000f77ba6a8,00011be85852,00013f95a253
000163b1cac1,00018a984c15,0001b2b8ba65,0001dc0c5675
0002060d500b,00022e8fb866,0002572b6730,00028018b999
0002a9b35c91,0002d6883b4c,000305388009,000332af7ecd
000360c35a0f,0003936de862,0003c6ae72aa,0003fbd60a93
00042ffdeb19,0004586445b7,00047bac40d1,0004a0aaef22
0004c4a415e8,0004e450e628,000504c783e9,0005217bbc43
000541290e62,00057718a705,0005b60eb5c9,0005fa905646
000641ee9c76,00067fadd19a,0006bb58e3d4,0006f5d37753
00072ff648ce,00077428ddbf,0007bb92183d,0007fa1a7cbf
0008359a7c78,00087a360092,0008b9a2b6b4,0008fa0ece82
00092eb2e3cf,00092e79988a,000913412cfc,0008edaac1a2
0008baa22ba3,00087e96e87a,00083bf4f652,0007ec93d8e8
000798ccfba7,000756cfbbc0,00071959beea,0006d749565d
0006934ec237,00064c8396e7,000600c73974,0005b60540e9
000565ac04fd,0004fe9a965b,00048d5bd164,000413288f85
00039487d658,000321c82546,0002b02e1f64,000240002e81
0001ce69c020,000148667367,0000ba6a2eb6,0000375ff005
ffffb6b18bb9,ffff27b4f102,fffe9ef38a3e,fffe12d2acac
fffd968d4457,fffd670aafaa,fffd5de48ece,fffd635872eb
fffd7b4e2b91,fffd9d752eb2,fffdc7d8ade8,fffe033d4473
fffe4448318f,fffe6e07b7a3,fffe91be94b4,fffeba5d09fa
fffee50352f4,ffff147a44f3,ffff49d8e404,ffff7e1d4af1
ffffb866c7fd,00000a7a8c81,000067000689,0000cdadf849
000138c8eacd,000194d7b37d,0001ef086c70,0002468dcbad
00029f6f93e9,0003125b12f4,00038f37f351,0003fe68226c
00046a812cd3,0004e79be793,00055caa8ed0,0005d5bf5531
00063b097171,000641719c39,0006186c5a60,0005dcc95435
00058a2b0c43,00052bf28822,0004c3943028,00044681dbe1
0003c22a99ca,000357e55f73,0002f3e91bf9,00028a63d133
00021e37960c,0001ab091144,000130e15037,0000b75ce362
0000375eb597,ffff9fd579fa,fffefdfb1d80,fffe5119a075
fffd9fd264dd,fffcff92fe2c,fffc619488cc,fffbc7380412
fffb2b7a2de3,fffa7172edc0,fff9ac04bfb6,fff8f5fdd685
fff843951b57,fff77ee20126,fff6c3aed3db,fff6042ce2f0
fff55b46adc3,fff51d32ac9f,fff5149c7c3a,fff522370205
fff54a19a22c,fff57d6cb959,fff5bc735fa3,fff6128e9eaf
fff671dab6d1,fff6b99055e7,fff6fd04f847,fff7466a8629
fff793c64c02,fff7eb975243,fff84b6bd4a3,fff8acc94f58
fff91491dd07,fff98d04468d,fffa0d637f38,fffa9817d0d7
fffb26eb128c,fffba78ed57d,fffc271f6aaf,fffca3a95bcb
fffd2266670b,fffdbefbed4b,fffe67618c45,ffff03049f27
ffff9c792747,000046ded1a1,0000e97d7b6f,000190f882a2
000224f4273f,000259a16526,00025f0b12fc,000250f43b76
00022bffb169,0001fe5f1848,0001c710ebe6,00017c056456
00012941be83,0000ea68c491,0000af397fb3,00006fc005ea
00002d42d066,ffffe1454961,ffff8eee5381,ffff3b3c49ea
fffee307607b,fffe80a61d52,fffe1981fb3d,fffdaad1e979
fffd39a6ff39,fffcd41cd61a,fffc6fd801ca,fffc0ebcf34b
fffbac497b0f,fffb31abe961,fffaadc0e8aa,fffa345b1a39
fff9bd097371,fff938c6637c,fff8bb2e0715,fff83a152bdd
fff7c8f8746b,fff7a45d3364,fff7a5e7b14f,fff7b78209b7
fff7dbccfa4c,fff8074d5f72,fff83af523d1,fff87ec25a4e
fff8c935223f,fff904983dd3,fff93dac92ec,fff97a98b2e5
fff9ba69c072,fffa0259418a,fffa4fc575ee,fffa9edb5c1b
fffaf1e96e19,fffb4ce98c28,fffbabefcbd4,fffc11292fa1
fffc78be87e9,fffcd8187083,fffd36fd0930,fffd93fb5590
fffdf275febf,fffe63a12ca1,fffedc497414,ffff4d5b49a8
ffffbd4a3d07,000037addc1e,0000ad7f9612,0001265d92ca
00019386aed6,0001c6e93e0e,0001dd9f94dd,0001e8ff14cf
0001e691b291,0001ddeb3fb5,0001cf56ddb3,0001b4785849
0001952a5c5a,00018472b953,00017705a340,000166889c02
00015458edd2,00013d49099c,0001220fec64,000106b24528
0000e7bb3589,0000bd595234,00008dcc3156,00005824a347
0000200b67eb,fffff0dd6666,ffffc294d7e8,ffff96204e25
ffff6888b549,ffff298cef84,fffee3bdcf33,fffea5d46d0e
fffe695dd0f7,fffe2288c08c,fffde0632085,fffd9b50fb84
fffd6201ffb5,fffd625f58d3,fffd7f4a44f2,fffda7bc40c1
fffddddc6671,fffe19653f04,fffe5a97ef08,fffea7a17744
fffef8f8032d,ffff3cff938b,ffff7e147d93,ffffc174d1b8
00000630cb40,00005024df97,00009d9bc5c1,0000eb261356
00013b24c8a8,00019230f8b8,0001ec18a6f7,00024ac673c5
0002aa90a45e,0003011df9ae,0003560b663a,0003a7efe297
0003fa2903fb,00045d71226a,0004c6d84fa5,0005284c72de
000587a67628,0005eeebd8eb,0006509b0c25,0006b441e641
00070bdc150a,00072cbb5469,00073232e8bf,00072a1fd9de
0007141e547f,0006fc0165a0,0006ddd4af53,0006b4cc1995
0006859965c5,00065780e89b,000626911af0,0005f3ece6cd
0005be0d9de9,00057e5ea1b6,00053b1a3612,0004f362e1f8
0004ab1d242c,00046f5b055d,0004381dd4ab,000400d68475
0003ca47579d,000392389b33,000358fd658b,0003207fe316
0002e6d8f950,0002a76c7b85,0002653d20df,000221c9e9f8
0001dd15ff16,000198975eef,000153d01b56,00010e07fcb2
0000c7f568a7,0000828b08d9,00003d1c40ca,fffff8bea70f
ffffb470d1ca,ffff6d42f63e,ffff25d48134,fffedda858cd
fffe964522ee,fffe55ad58cd,fffe18321dd3,fffdd9ec126c
fffd9c7bc655,fffd61e21ee1,fffd271c9c58,fffceef9abac
fffcb56b7cfd,fffc6ef3a547,fffc23983e13,fffbd4edd773
fffb850c6286,fffb3c93cbf9,fffaf6067ca6,fffab141fc80
fffa6d15d5e5,fffa20b10a2d,fff9d1ef59ee,fff9896f1df7
fff94360929b,fff8f89c3034,fff8b24957db,fff86b8a729f
fff82d91dd4f,fff8146fb13b,fff80e134c6b,fff811d2fc34
fff81f85e564,fff82e5a2113,fff841cdc159,fff85ccc4b6b
fff87cc6c160,fff89f251d64,fff8c51bedd6,fff8ec5f5282
fff9168e9d77,fff948dbb836,fff97de55ed8,fff9b7325a96
fff9f0a6d799,fffa1d28547e,fffa44fadada,fffa6c1fb10e
fffa927d1208,fffabbe945a8,fffae6d588ef,fffb11a0f823
fffb3d9b70e2,fffb6c745d21,fffb9d0b7ded,fffbd083f4a9
fffc05b1bde4,fffc38f472b5,fffc6d7d9b01,fffca2ce26b6
fffcdaac374b,fffd1c2be207,fffd62fe6190,fffdaa7b0d14
fffdf48a21c2,fffe43ff1ec8,fffe951cbb6d,fffee9bda03a
ffff3e59cce1,ffff8708667a,ffffcb0cde8d,0000113b2d92
000056f48276,000099b45173,0000dde21ac0,00011ed853f7
0001630ea56d,0001bcb581c9,00021f1c1fea,00028791c3cd
0002f2eb17b8,000353d75266,0003b2b0551c,00040fe47a94
00046cfda763,0004d6eb42ca,0005452355a6,0005aa1883e7
00060c0a4273,0006774e0ff8,0006dcc880ff,000743aa9e94
00079db34881,0007be1c2f4f,0007c154ffdb,0007b7b9d296
00079f6626e7,000780f139eb,00075ba40c66,0007299a46f3
0006f1e1e502,0006c47eb2c8,000698126a2c,0006683bd70f
0006359f61f7,0005fc2e7fc5,0005be19534f,00057e34c0ba
00053af1043b,0004f1e3f865,0004a5b47b8a,0004545b8f05
000400f6d511,0003b3d940da,000366cb6d0f,00031b25d907
0002cdfe5683,000271258027,00020de40526,0001b01b2116
000152e320e6,0000edd32b6e,00008c46dd4f,00002800b6b8
ffffccb48594,ffff9e259828,ffff85897f08,ffff76d9bab9
ffff72cf4ecb,ffff707c822e,ffff725f7dff,ffff7cbb1151
ffff8b217cb8,ffff95718aee,ffffa04bd46b,ffffac227f6a
ffffb9b8913d,ffffcdea4de4,ffffe4965192,fffffd90a672
0000170255a6,000029f3df20,00003a690959,00004b9a51bf
00005c50dfbb,00006bba1ee1,00007b4a7371,000089910611
00009876c181,0000ae64f71f,0000c7376dd2,0000df0d4cfc
0000f72a42b0,000110d146dd,000129786cde,0001433461c9
00015aa121b4,0001661defa1,00016bec9ee6,00016e58726d
00016df57a45,00016f27bbc5,00016f7a3e59,00016e38ecd7
00016b7aa9c5,00016513d9e2,00015c7cd445,000154812630
00014bbe1c10,00013f5f05d3,000132cc5681,000124213876
000116cecf66,00011529e5c1,00011857c7bd,00011df36c02
0001252bdd83,000128d2b32d,00012bcacb58,00012ede0ca8
000131e8a144,000137aefae3,00013e5c938b,000141d09263
00014435a2b6,00014a619a56,00014eeba26b,000153f55554
000154ea8142,000142c80cc8,000126ff0772,000107ee1421
0000e43f80b6,0000bd042c2e,000093a67d9e,000065c664cf
000036c929b7,0000101534a8,ffffec082c90,ffffc67f59f3
ffffa0c9bad9,ffff7af098fa,ffff53991678,ffff2d83090d
ffff0575bda6,fffed2e25037,fffe9bfd20d9,fffe617a0dc3
fffe257b09d5,fffdefd43f6d,fffdbb61962c,fffd8840637c
fffd5517390b,fffd18e0ac7d,fffcd989fa71,fffc9fe77e94
fffc68032159,fffc2a4a2cea,fffbf032fa9f,fffbb51edb84
fffb821faf99,fffb739a90f6,fffb778c8a21,fffb838e2093
fffb98ddd5f5,fffbb2240160,fffbcfc23848,fffbf5784f0b
fffc1ec6b6b0,fffc415b832c,fffc6342ad28,fffc87749397
fffcad70e587,fffcd795253b,fffd04b9a21b,fffd3302a70a
fffd639998ce,fffd98a38532,fffdd0162b11,fffe0ad64755
fffe4717754e,fffe7fd1c873,fffeb8a5e896,fffef0f16b1d
ffff2a3659f4,ffff6c5cc37f,ffffb239b385,fffff4b67bcc
000036df519f,00007e481bb1,0000c3c48ba8,00010ad89609
00014c950f8c,000173364a79,00018c6bd99c,0001a0a38d9f
0001ae782d3b,0001b8e93b41,0001c0960e91,0001c25e4141
0001c23d8603,0001ca5d0831,0001d4a7931e,0001dd38ecd3
0001e514928d,0001eb4d5582,0001ef6e900d,0001f3e0405f
0001f620add0,0001efdcbd32,0001e5bfdac3,0001d8213b42
0001c8ca0158,0001be0cdc18,0001b3b7865e,0001a9e2d5c3
00019f71f4b5,00018ce560ca,000177181d23,000165ad2849
00015515cc6a,00013e459976,000129b478c8,000113a8f0df
000103c85d72,000112c47237,000131286fec,000154682bc2
00017ed775a8,0001af01e193,0001e2626257,00021cf322cc
00025909423d,000286b3a410,0002af8ef4a5,0002dade05c3
0003064ec432,0003317f7c39,00035f201f06,00038a7a34b6
0003b94a9e32,0003fafdfdc3,000444904d3b,000494534f50
0004e6e7a1a1,00052f50793a,000575efa7ff,0005bae140ee
0006000ac751,0006536c0996,0006abde9a4e,0006fafcf888
0007477054ff,00079e5d55b6,0007efcca91e,000843154bce
000889721123,000893e346e0,0008800e0425,0008607f974f
000832129606,0007fad3f951,0007bca63c02,000770b1bc62
00071ff9bc7f,0006e1bb7069,0006a81ca550,00066a23cbdb
00062a444534,0005e698d08b,00059de99a81,0005560924e6
000508ebc15a,0004a74d95e4,00043c993cfe,0003c9329d68
000351e024a9,0002e6fab5dd,00027d7d1a41,0002160dde60
0001ad578953,00012ed4a542,0000a7f0f451,00002c42e98a
ffffb30f6ab7,ffff2bd29b15,fffeab40e704,fffe2741f7f1
fffdb3aa3f8d,fffd8ebcaa56,fffd911116f0,fffda34669c6
fffdc89239f9,fffdf675f4fe,fffe2cb247fd,fffe73cc961b
fffec138a39d,fffefba6adf8,ffff320c98ae,ffff6ca6144d
ffffa9b4848c,ffffedae3fce,0000374ba38b,00008146d03a
0000cff1776e,00012ce0ef96,0001903b561d,0001fb7c44b1
000269b58a8f,0002cbecad03,00032cbca2cb,00038ac00d62
0003ea011ce1,00046059e1cc,0004df86f52f,000553ee824b
0005c60a071a,0006453fc9b4,0006bdb7f75f,00073995b098
0007a55037e5,0007c4216fb7,0007bc95b61a,0007a4ca02b2
00077a2e7ab4,0007487a1ddf,00070e95b8a8,0006c484cc2a
000673bea495,000631b72d48,0005f1da3245,0005ae4419c5
000567cb11dd,000518fd405c,0004c4c4baa4,00046ed35b4a
0004151f6cad,0003b484da15,00035069ed0c,0002e65355cf
00027a246df0,0002164ef0cd,0001b30e4ca7,000151faeab0
0000ef876890,00007a201346,fffffd3a61fb,ffff87e7b6b5
ffff13cdce7d,fffe95bca90e,fffe1c71696e,fffda0350c59
fffd2fc6e443,fffcf8d59b52,fffcde6e548c,fffcd005a0b3
fffccf832da4,fffcd4046ab3,fffcde783cbe,fffcf4de09ec
fffd102d1fa8,fffd2086c8ee,fffd2f3f5e17,fffd40a1f30f
fffd54228dbe,fffd6df1cc4d,fffd8bc5dd61,fffdaaf7507a
fffdccec0613,fffdf394b548,fffe1cb5bdbf,fffe4a4592d0
fffe796d4265,fffea2a23a15,fffecb933003,fffef30d7fcc
ffff1bbc0b8c,ffff529a9e3d,ffff8f3b3a0a,ffffc697345c
fffffd57d626,00003ba50599,000076c310f2,0000b45e2c88
0000e9b1b1eb,0000f55e7a6e,0000ec92ea41,0000db65e031
0000c07c39ea,0000a2664499,0000806f2175,0000563818d9
000028e6f30e,00000404acf9,ffffe0ce8b35,ffffbc44692b
ffff96bdc0b6,ffff6d01b2e4,ffff40ec5124,ffff146af6a8
fffee695ab80,fffeb66ff0f4,fffe8562f34c,fffe51a8d4d2
fffe1d88de45,fffdeee12c90,fffdc12e77d6,fffd95873716
fffd69a4afed,fffd32e8258e,fffcf83ddb75,fffcc23f6247
fffc8d6aa6cf,fffc53ee2c8b,fffc1dcac8d6,fffbe6629cec
fffbb62af4ed,fffba6c59cde,fffba7c3c808,fffbb0f4c70f
fffbc2769d38,fffbd4e3701a,fffbeade0bd6,fffc0736470f
fffc27438c19,fffc474ce241,fffc6948d00d,fffc8c1aa505
fffcb0d801c0,fffcdbaadb48,fffd08804999,fffd38263018
fffd67d67852,fffd8e7b2693,fffdb1b90bad,fffdd4801c64
fffdf68a1a0c,fffe1a002457,fffe3e2b3386,fffe61d8725e
fffe8616f338,fffeace98399,fffed4ff04f6,fffefe403d79
ffff28487529,ffff5172c8a1,ffff7af5b4a2,ffffa4cf1517
ffffcf6d42bc,fffffcf5b6f4,00002c13d68f,00005b20c5f9
00008ad2f8d7,0000bc659cbf,0000ee4f5387,000121388820
000153c46605,000181585aa5,0001acbfbbee,0001d88a549e
000203bcd8a9,00022d7f3d7b,000257640740,00027f8b2cb4
0002a8748084,0002d8fcc5d5,00030c3e16f8,000341a7ecca
0003779967ce,0003a7fef1c1,0003d6e482ac,00040420fa25
000430e24f95,0004645a0224,000499c47c8d,0004cab17594
0004f9db85f8,00052c0eedb4,00055ade2a5e,00058a0a3e86
0005b2c1327f,0005c09f4df3,0005c0e478cb,0005b91ae182
0005aa06425d,00059bb5da2d,00058a2c47fb,000573a8d791
00055925e842,000538f98e3b,0005147e14f0,0004efcdd1e4
0004c8bfe7cb,00049a3d9a99,00046a262ec5,000435cbf150
0004029e0371,0003e1348dba,0003c6c60aa8,0003aeff2704
00039923f04f,00037e40853f,000361eb2da1,000345c4bbb1
000328f9d1c8,00030d5484bc,0002f1b171a4,0002d15cbfcb
0002af29c0d5,000291fe2e0f,000272b3abd6,000253923cfb
00022f3413c7,0001f2ec04e2,0001aa537c98,00015ecd48af
00010d89af0e,0000b4e0af0b,0000594fd8f4,fffff737ab7e
ffff9487db75,ffff439b16de,fffef94f31e8,fffeac251ab0
fffe5f8185dc,fffe15a0ac13,fffdc97a4c32,fffd8174ecd2
fffd35231df8,fffccd479e97,fffc5a47fcad,fffbdf0a6107
fffb602cb505,fffaf0187fec,fffa83033ad5,fffa18a9c10c
fff9ae7a10aa,fff931354c4d,fff8ad842e3d,fff836e2e513
fff7c46f0f85,fff744e91f98,fff6cda1fa32,fff654406e76
fff5ed16b3d1,fff5d7cd3741,fff5ebeb7d76,fff6125f49aa
fff64dace9df,fff6912e0080,fff6de45dca2,fff73d3b5e40
fff7a43f916a,fff7fd7747c2,fff8559f3916,fff8b24d900d
fff912d8f48d,fff97d5df306,fff9ee3a8424,fffa61cea3f2
fffad9ae0c07,fffb576cdd1a,fffbd883bce5,fffc6035aee7
fffcea45df97,fffd6beb72f3,fffded5eb202,fffe6c942eec
fffeedabcbfa,ffff841847de,0000231bbe88,0000bac95e87
000151985331,0001f260be08,00028e3826dc,00032d846623
0003c0a7f9a1,0004183525b5,000452700579,00047edaf1f4
00049cd81061,0004b9224a1f,0004cf9a2d4a,0004dacb092a
0004e011b3c0,0004e8398187,0004ee5929d3,0004f327dd7e
0004f5193df8,0004ed0c8a59,0004e180d548,0004d1ccd334
0004c1b3ce5a,0004be3f5000,0004bf7f95bd,0004c084ac27
0004c25e4a29,0004c3a25e3f,0004c3e95b8f,0004c543a81e
0004c55bb944,0004bdd9f82e,0004b2ce9303,0004a6f2989d
000499be3ca1,00048bdb2a89,00047ddab2bc,00046e3f5c40
00045ef6324d,0004549b6b9d,00044c0c71ea,0004455a48bf
00043f4d2cdc,0004355c85b1,00042ae79ff3,00041fbe57a3
0004152e918d,00041197db68,000410f8978e,00040e5db149
00040beff8ea,00040d098643,00040d203c3d,00040f7b7e4e
00040ed43530,0003fbac73ca,0003e078ed66,0003c088140a
00039d76f34a,00037ff98e80,000363113e56,000345b7ea8e
000327da4f8f,000303be1b55,0002dd2b53b7,0002bbe46b54
00029bf6c0e1,000274bab7d4,00025001a2fa,000229f734dd
00020aed154d,00020e3a907a,000222cca75a,00023c9f8422
00025e8c08ff,000287a8c7b0,0002b4896272,0002e9bc59f3
000320970a36,000345e83b1f,00036548dc21,000387caf220
0003aa705056,0003cc3fa58e,0003f103cb1d,000412d519aa
000439183309,000477e125b6,0004c0f0cdd6,000511d98fc6
0005667ba4ee,0005ae95ebb3,0005f48ecec6,000638ac9ea6
00067d22f545,0006d2ee4aed,00072ef25a64,00077f770625
0007ccbab953,0008271e2045,00087ad1bb41,0008d0dd8c6c
00091703c35c,0009132311ef,0008e9e2d3ab,0008b24df8f0
0008686c0f31,00081384dc47,0007b61c01d3,000747af2226
0006d38126ab,000676c30f6a,0006200b1ac1,0005c3f3e1b8
000565a3934b,000502e7ab50,00049a0418da,0004325f90e9
0003c432f61f,00033bc271dc,0002a7c2b1b4,000208d22ae0
000164fa487a,0000d1087dfc,00003efdf694,ffffafa1315d
ffff1ec3019c,fffe72775961,fffdbbb24454,fffd134020a9
fffc6e0fc2ec,fffbb72c3116,fffb08d5c749,fffa56407b14
fff9b88e9bf4,fff97eaae078,fff9769fc1b1,fff982d2c190
fff9a74d29b7,fff9d6ace4d0,fffa10b1ea75,fffa6027e0fa
fffab7b6457e,fffaf76b3939,fffb32289be6,fffb723551f0
fffbb57164b0,fffc01b503e1,fffc552e6282,fffca93c6b78
fffd03351d6f,fffd6eb92004,fffde223d765,fffe5fb22cbb
fffee0faadc3,ffff52c21584,ffffc2c8b866,00002f1807eb
00009d20b06f,0001299bb1d7,0001c1c9c52f,00024c65b49b
0002d4405daf,00036cac5455,0003fc766d29,000490e452ec
000510bc4261,00052e0c95c5,00051a73de3c,0004f145e494
0004b01fc862,000468512aca,0004167450d5,0003b0cc2662
0003424938df,0002e18ee86e,0002818b7132,00021e1601db
0001b6e0aaf2,0001430a9e1a,0000c9194cba,00004ba34774
ffffcb71d559,ffff4e6264a5,fffed229d3ae,fffe51748c87
fffdd04483bb,fffd568a56a2,fffcdd6ca522,fffc67b2920f
fffbf0c4c765,fffb657d4b0d,fffad25c2d0e,fffa45c2351d
fff9ba27fcac,fff9271704a4,fff898faf41a,fff8083fd022
fff78293839d,fff730e3f826,fff6f8ff6de2,fff6ce3e5920
fff6b094f953,fff693894c0b,fff67c073e24,fff66e6a47dd
fff666f01012,fff6615b8e1c,fff65fd2d465,fff65f968eee
fff662d23e80,fff670a0bb64,fff681d69339,fff69886f5c6
fff6af42d866,fff6b4b24db8,fff6b3ebec61,fff6b1e41b60
fff6aee12dfe,fff6b0e84224,fff6b52b73d1,fff6b9dd34f1
fff6c034b6d0,fff6c8685d33,fff6d269817b,fff6e0c2c8b8
fff6f1c0b410,fff700e6298b,fff712c42035,fff725c9a957
fff73d8418fa,fff765c60966,fff79700a680,fff7cc88a365
fff8070bc958,fff844ca7c82,fff8856156b6,fff8ca798b5f
fff911cf1dbd,fff955c5ba0b,fff999a13862,fff9df49d867
fffa263d3acc,fffa6f3c5e6d,fffaba2e2552,fffb05adc606
fffb52edd4d8,fffba4bf196e,fffbf8cd5cf7,fffc4f8901eb
fffca776ba9a,fffcfc261229,fffd50ba59ac,fffda4add9fb
fffdf9479ba2,fffe552587c3,fffeb3df9109,ffff0feb51e3
ffff6b7faf9c,ffffca50b47b,000027262fc9,000085181319
0000de7e5e89,0001228d9ece,00015c1a0667,00018fc1a3b4
0001be0397ab,0001ed38e53a,00021a4448fe,0002439f415b
00026a2b28fd,00028cfced3a,0002acd97831,0002ccb79d35
0002eaeffe30,0003038a9a3b,00031afb81e7,00032f3b9690
0003445bf76a,000366dbe0bd,00038e8cba78,0003b830c0ba
0003e3262287,00040a08a0b7,00042fa01e6d,00045511f930
000479cd27a9,00049f6dd17f,0004c4dc6d11,0004e66d8547
0005063807ac,00052942af86,00054a2e0b71,00056ace8b3b
000586e82cdb,000590354ef7,00058f9a7e39,00058bb29a0a
000582c1e00d,0005749c3913,000563a7425c,00054d5c4bb6
0005359abdf0,000527e4ac95,00051d41f694,00051007abe9
000502263314,0004f48db28a,0004e494ac06,0004d5fc5d1e
0004c3f3c1ad,0004a150dff4,00047764f3b8,000447c5a7b2
000415225d8b,0003ea16d1fb,0003bfd3e342,000396342393
00036bb9f5c6,000335399258,0002fa05f5d5,0002c588b817
000292829a6e,000256ae3dec,00021ea02742,0001e4626341
0001b3c8a75c,0001b2240ee2,0001c7ceed75,0001e6b96a40
000210d0725a,00023fcf23f3,0002737fc6c9,0002b102c35b
0002f1f364b7,000326fb7944,0003592a0ed7,00038d67de9f
0003c2b10844,0003fbdf3828,000438083af3,000473eb8386
0004b222821c,0004f84450db,0005419d5d00,00058f880fac
0005deabbc1f,00062525224b,00066a1d5494,0006ac6f4282
0006ef17a2ad,00074151b123,000799270114,0007e9a588e0
000838378f61,00088e34171f,0008df13ef62,000931dcf543
0009798ec6a3,00098e9be597,00098a634411,0009798ec52e
00095bef5681,00093cec76c6,0009187d2505,0008ea450e32
0008b66a4ce2,000882c5b172,00084c3e749f,00081496fb0f
0007da1673b6,000796202997,00074f23ff19,000703f33513
0006b8d7e069,00067c0e3313,000644cf7707,00060e1e34f7
0005d8bf7837,0005a2284924,00056ab84cdb,000534917c16
0004fd88b762,0004c08d4590,000480f0755b,00043fe5e688
0003fdbc89b4,0003bcee0d01,00037c221a63,00033a7d84a1
0002f87c121f,0002b58d3588,000271b8d1f2,00023027f7e8
0001ee78477f,0001a6aba1e4,00015e4b27cd,000113e893d9
0000cb0dfe46,000091741ffc,00005e9a490f,00002980caaa
fffff5cdd2cc,ffffc814b84e,ffff99618cd9,ffff6fc6588f
ffff422fe761,fffef6a5b26e,fffe9efafd07,fffe3fad43f5
fffddc7d843b,fffd8695d404,fffd337444d7,fffce209cf6f
fffc90eac803,fffc31257a84,fffbcc8fc418,fffb73cac4b1
fffb1eed8b5f,fffabde6c6cc,fffa63eb549a,fffa0837073d
fff9bc70ee5d,fff9b8a9e655,fff9d9599e0b,fffa091e1c00
fffa4b065d77,fffa961c9c06,fffae99c714d,fffb4d4b4fc3
fffbb74887b7,fffc0f7bb2a3,fffc641c3d19,fffcbd49e674
fffd191fd136,fffd7b542f3e,fffde3351d3c,fffe4b673817
fffeb88bfc9d,ffff355501d5,ffffb925d586,00004538e48a
0000d481221a,0001576a6e2b,0001d8e4f741,00025788e1fd
0002d76f77c1,00036eeb365b,00040f565e86,0004a4ce48aa
000537d01d53,0005d79fba08,0006704a4c2d,00070c469f24
0007979ae68d,0007d4b34d48,0007eabfce19,0007ef0bfdf7
0007dfe460b5,0007cb75d6a3,0007ae8ea878,0007819d0c8a
00074cea4b07,000721174162,0006f4931c28,0006c4c15941
00069121fadc,00065283c6e8,00060e70524a,0005c65dff91
00057ba4d656,000534c7d3f8,0004ee8ef6d8,0004a4ea1bda
00045a4a09ce,0004129bb9f8,0003ca28730e,000382e07a9d
000339dc20b9,0002e3789f85,000287452abe,00022e003ee1
0001d4472375,000174caf8be,00011727229f,0000b7162f10
00005c99bbd0,00002036b687,fffff27ceb8b,ffffca74f9a0
ffffa95041e1,ffff8aac9a75,ffff6ecc287d,ffff58fd43b8
ffff45604ebb,ffff2ad60f45,ffff0ecfa14a,fffef4353068
fffeda816efd,fffec38059db,fffeae96d5c0,fffe9a1b9fe7
fffe8760fdf8,fffe793b15ab,fffe6d66d381,fffe642e31a3
fffe5c480268,fffe51a838d1,fffe47210414,fffe3c7df9bf
fffe32a971bf,fffe2f29497d,fffe2e79cea3,fffe2b0b7c53
fffe27810c69,fffe291c3b04,fffe29ad392b,fffe2bc0e49c
fffe29f6594a,fffe1282ad0c,fffdf06c333a,fffdcc2a3312
fffda35981ab,fffd7533ebfa,fffd452de128,fffd0ffe8dfe
fffcdac122d6,fffcb4f6a085,fffc952ef026,fffc738aa119
fffc52c2246a,fffc34672a9b,fffc148372d9,fffbf8471277
fffbd8dfee09,fffba394af87,fffb658f4b0d,fffb2130efbe
fffada1be040,fffa9ef8ac23,fffa66656e35,fffa301205c2
fff9fa067abe,fff9b521b05b,fff96b478c82,fff92c0fed2a
fff8f03f453c,fff8a99ce83c,fff869774829,fff827a479e7
fff7f45684ce,fff802c735f9,fff8327c4649,fff8700340dd
fff8be1478a1,fff9144f0157,fff9722b28c3,fff9deb88df1
fffa510ae098,fffab387d2f2,fffb12eb5a8b,fffb7656f707
fffbdc2f714d,fffc4806d568,fffcb8fb2d84,fffd2a561149
fffda0088819,fffe22fb3269,fffeabe3c410,ffff3c1a608c
ffffcf10adf4,000056f30a69,0000dd8b04da,0001617aa7f1
0001e68cdac5,00028104a741,00032396c4cc,0003bc6fa30d
0004531e0894,0004f5153757,0005909f5eba,00062f2b702e
0006bed53f16,000708a62494,00072fa5d31f,000746818fc2
00074bfc7d36,00074d765640,000747728a6a,000733549677
000718225f30,0007032bac3b,0006ecd939ec,0006d3f178c2
0006b788ae4e,0006907e72fb,000664b9e2ed,000634dd055d
000603324a23,0005d8d157d6,0005b0ac0c9f,0005863738a7
00055b78482e,0005328d9b1f,000508cbc0f4,0004e04abc24
0004b62c49e9,00048032cf26,000445043fc4,00040b56f51d
0003d0d6958e,000392a1f7fe,000355ab5e31,000316752752
0002db0017b7,0002b4cdc3f0,000298a1e669,0002818712ef
00026f20f431,00025b3409f1,000248b11a02,00023944b05d
00022bd90865,000220a3a6c5,00021753d090,00020d67f1b5
0002045d82d4,0001fff85631,0001fc1a8961,0001fa8f4b1b
0001f7abef19,0001e8212264,0001d35ac20e,0001bc361e07
0001a356f758,00018dc5f1d0,000178dc1b5a,000163a48645
00014e8401b2,000137a0b992,00012040bb31,00010bd0d53d
